code,libelle,nb_total_de_sejours_seances,nb_de_sejourshors_ghm_en_j_ou_t_et_seances,dms_en_nuitee_hors_ghm_en_j_ou_tet_seances,nb_de_sejours_ghm_en_j_ou_t_hors_seances,nb_de_nuiteesen_ghm_j_ou_t,nb_de_seances
D15,"Tumeur bénigne des organes intrathoraciques, autres et non précisés",1038,926,699,112,42,0
D16,Tumeur bénigne des os et du cartilage articulaire,3441,1549,298,1892,102,0
D17,Tumeur lipomateuse bénigne,12484,2110,220,10374,0,0
D18,"Hémangiome et lymphangiome, tout siège",2753,628,537,2125,174,0
D19,Tumeur bénigne du tissu mésothélial,105,90,436,15,,0
D20,Tumeur bénigne des tissus mous du rétropéritoine et du péritoine,245,185,496,60,,0
D21,Autres tumeurs bénignes du tissu conjonctif et des autres tissus mous,3153,616,318,2537,21,0
D22,Naevus à mélanocytes,2227,92,266,2135,,0
D23,Autres tumeurs bénignes de la peau,4618,298,199,4320,,0
D24,Tumeur bénigne du sein,5126,684,142,4442,,0
D25,Léiomyome de l'utérus,25159,24253,162,906,,0
D26,Autres tumeurs bénignes de l'utérus,1258,1116,189,142,,0
D27,Tumeur bénigne de l'ovaire,9088,4723,241,4365,,0
D28,"Tumeur bénigne des organes génitaux de la femme, autres et non précisés",547,131,188,416,,0
D29,Tumeur bénigne des organes génitaux de l'homme,5524,4462,355,1062,44,0
D30,Tumeur bénigne des organes urinaires,2669,1989,302,680,196,0
D31,Tumeur bénigne de l'oeil et de ses annexes,862,167,256,695,0,0
D32,Tumeur bénigne des méninges,4905,4497,923,408,222,0
D33,Tumeur bénigne de l'encéphale et d'autres parties du système nerveux central,1877,1701,892,176,52,0
D34,Tumeur bénigne de la thyroïde,4064,3315,153,749,,0
D35,"Tumeur bénigne des glandes endocrines, autres et non précisées",9631,8386,378,1245,258,0
D36,Tumeur bénigne de sièges autres et non précisés,2152,968,528,1184,58,0
"",Total,218246,165080,,53166,,0
D37,Tumeur de la cavité buccale et des organes digestifs à évolution imprévisible ou inconnue,16842,12501,366,4341,506,0
D38,Tumeur de l'oreille moyenne et des organes respiratoires et intrathoraciques à évolution imprévisible ou inconnue,4781,2933,844,1848,574,0
D39,Tumeur des organes génitaux de la femme à évolution imprévisible ou inconnue,2309,1912,432,397,109,0
D40,Tumeur des organes génitaux de l'homme à évolution imprévisible ou inconnue,714,219,505,495,32,0
D41,Tumeur des organes urinaires à évolution imprévisible ou inconnue,2847,2236,501,611,206,0
D42,Tumeur des méninges à évolution imprévisible ou inconnue,738,596,835,142,95,0
D43,Tumeur de l'encéphale et du système nerveux central à évolution imprévisible ou inconnue,2947,2341,903,606,381,0
D44,Tumeur des glandes endocrines à évolution imprévisible ou inconnue,3275,2044,503,1231,151,0
D45,Polyglobulie essentielle,1005,225,809,780,0,0
D46,Syndromes myélodysplasiques,3952,3047,1102,905,0,0
D47,"Autres tumeurs des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue",2824,1331,1087,1493,0,0
D48,Tumeur de sièges autres et non précisés à évolution imprévisible ou inconnue,3255,1506,666,1749,128,0
"",Total,45489,30891,,14598,,0
D50,Anémie par carence en fer,55164,29112,751,26052,12478,0
D51,Anémie par carence en vitamine B12,2226,1019,860,1207,236,0
D52,Anémie par carence en acide folique,2556,1924,939,632,412,0
D53,Autres anémies nutritionnelles,309,157,907,152,107,0
"",Total,60255,32212,,28043,,0
D55,Anémie due à des anomalies enzymatiques,148,100,722,48,21,0
D56,Thalassémie,160,62,1121,98,37,0
D57,Affections à hématies falciformes [drépanocytaires],20619,14276,656,6343,3742,0
D58,Autres anémies hémolytiques héréditaires,421,248,535,173,107,0
D59,Anémie hémolytique acquise,2943,2392,974,551,317,0
"",Total,24291,17078,,7213,,0
D60,Aplasie médullaire acquise pure des globules rouges [érythroblastopénie],266,201,923,65,46,0
D61,Autres aplasies médullaires,18071,15020,1081,3051,1700,0
D62,Anémie posthémorragique aiguë,5472,3662,820,1810,1339,0
D63,Anémie au cours de maladies chroniques classées ailleurs,11997,6411,769,5586,3024,0
D64,Autres anémies,19702,8724,768,10978,7133,0
"",Total,55508,34018,,21490,,0
D65,Coagulation intravasculaire disséminée [syndrome de défibrination],242,216,999,26,0,0
D66,Carence héréditaire en facteur VIII,258,139,1419,119,0,0
D67,Carence héréditaire en facteur IX,38,22,491,16,0,0
D68,Autres anomalies de la coagulation,2572,2146,865,426,0,0
D69,Purpura et autres affections hémorragiques,14463,10131,597,4332,1538,0
"",Total,17573,12654,,4919,,0
D70,Agranulocytose,4508,3335,677,1173,,0
D71,Anomalies fonctionnelles des granulocytes neutrophiles,96,77,1601,19,0,0
D72,Autres anomalies des leucocytes,1335,843,662,492,0,0
D73,Maladie de la rate,1470,1197,929,273,139,0
D74,Méthémoglobinémie,83,36,681,47,34,0
D75,Autres maladies du sang et des organes hématopoïétiques,732,226,600,506,0,0
D76,Autres maladies précisées avec participation des tissus lymphoréticulaire et réticulohistiocytaire,733,625,1223,108,0,0
"",Total,8963,6344,,2619,,0
D80,Déficit immunitaire avec déficit prédominant de la production d'anticorps,421,420,207,,0,0
D81,Déficits immunitaires combinés,121,120,1962,,0,0
D82,Déficit immunitaire associé à d'autres anomalies majeures,113,111,960,,0,0
D83,Déficit immunitaire commun variable,71,70,130,,0,0
D84,Autres déficits immunitaires,321,110,657,211,0,0
D86,Sarcoïdose,4290,2474,587,1816,0,0
D89,"Autres anomalies du système immunitaire, non classées ailleurs",602,479,1046,123,0,0
"",Total,5939,3784,,2155,,0
E01,Affections thyroïdiennes et apparentées liées à une carence en iode,39,34,544,,,0
E03,Autres hypothyroïdies,1084,611,977,473,123,0
E04,Autres goitres non toxiques,12064,9003,200,3061,86,0
E05,Thyréotoxicose [hyperthyroïdie],7031,5399,388,1632,239,0
E06,Thyroïdite,739,497,423,242,33,0
E07,Autres affections de la thyroïde,182,108,346,74,18,0
"",Total,21147,15656,,5491,,0
E10,Diabète sucré de type 1,32921,23013,636,9908,2327,0
E11,Diabète sucré de type 2,67559,53727,693,13832,3140,0
E12,Diabète sucré de malnutrition,54,36,1283,18,12,0
E13,Autres diabètes sucrés précisés,3409,2793,723,616,168,0
E14,"Diabète sucré, sans précision",2406,1729,750,677,372,0
"",Total,106349,81298,,25051,,0
E20,Hypoparathyroïdie,208,106,708,102,17,0
E21,Hyperparathyroïdie et autres maladies de la glande parathyroïde,5593,3422,318,2171,98,0
E22,Hypersécrétion de l'hypophyse,1771,1189,1043,582,74,0
E23,Hyposécrétion et autres anomalies de l'hypophyse,3353,988,659,2365,126,0
E24,Syndrome de Cushing,1337,1163,525,174,55,0
E25,Anomalies génito-surrénaliennes,215,46,735,169,17,0
E26,Hyperaldostéronisme,1036,569,385,467,94,0
E27,Autres maladies de la glande surrénale,3677,2515,698,1162,325,0
E28,Dysfonction ovarienne,1833,96,255,1737,14,0
E29,Dysfonction testiculaire,114,,,105,,0
E30,"Anomalies de la puberté, non classées ailleurs",2375,,,2366,,0
E31,Dysfonctionnement pluriglandulaire,32,27,626,,,0
E32,Maladies du thymus,65,55,371,,0,0
E34,Autres troubles endocriniens,2589,95,733,2494,25,0
E35,Anomalies endocriniennes au cours de maladies classées ailleurs,34,24,358,,,0
"",Total,24232,10313,,13919,,0
E40,Kwashiorkor,15,,,,0,0
E41,Marasme nutritionnel,372,127,2671,245,,0
E42,Kwashiorkor avec marasme,46,23,2978,23,,0
E43,"Malnutrition protéino-énergétique grave, sans précision",14109,11144,1460,2965,346,0
E44,Malnutrition protéino-énergétique légère ou modérée,3980,2565,1050,1415,124,0
E45,Retard de développement après malnutrition protéino-énergétique,109,80,904,29,,0
E46,"Malnutrition protéino-énergétique, sans précision",736,419,1058,317,48,0
"",Total,19367,14364,,5003,,0
E50,Avitaminose A,20,,,11,,0
E51,Carence en thiamine,640,601,2447,39,26,0
E53,Autres avitaminoses du groupe B,510,213,824,297,,0
E54,Carence en acide ascorbique,76,61,1197,15,,0
E55,Carence en vitamine D,848,296,839,552,,0
E56,Autres avitaminoses,85,26,627,59,,0
E60,Carence alimentaire en zinc,39,,,37,0,0
E61,Carences en autres éléments nutritionnels,1917,293,576,1624,107,0
E63,Autres carences nutritionnelles,259,101,627,158,12,0
"",Total,4412,1609,,2803,,0
E65,Adiposité localisée,5450,5368,302,82,0,0
E66,Obésité et surpoids,30916,15987,328,14929,0,0
E67,Autres excès d'apport,23,,,14,,0
"",Total,36389,21364,,15025,,0
E70,Anomalies du métabolisme des acides aminés aromatiques,189,70,724,119,,0
E71,Anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras,487,282,764,205,67,0
E72,Autres anomalies du métabolisme des acides aminés,479,287,698,192,31,0
E73,Intolérance au lactose,333,125,428,208,50,0
E74,Autres anomalies du métabolisme des hydrates de carbone,414,175,726,239,35,0
E75,Anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides,258,139,624,119,0,0
E76,Anomalies du métabolisme des glucosaminoglycanes,141,53,879,88,0,0
E77,Anomalies du métabolisme des glycoprotéines,26,15,2060,11,0,0
E78,Anomalies du métabolisme des lipoprotéines et autres lipidémies,1657,424,497,1233,0,0
E79,Anomalies du métabolisme de la purine et de la pyrimidine,25,,,17,,0
E80,Anomalies du métabolisme de la porphyrine et de la bilirubine,154,118,808,36,0,0
E83,Anomalies du métabolisme des minéraux,9679,5648,939,4031,973,0
E84,Fibrose kystique,1124,303,1003,821,12,0
E85,Amylose,1665,1022,920,643,0,0
E86,Hypovolémie,18093,12946,876,5147,3474,0
E87,Autres déséquilibres hydro-électrolytiques et acido-basiques,35143,23035,864,12108,8727,0
E88,Autres anomalies métaboliques,876,555,865,321,15,0
E89,"Anomalies endocriniennes et métaboliques après un acte à visée diagnostique et thérapeutique, non classées ailleurs",597,401,603,196,42,0
"",Total,71344,45610,,25734,,0
F00,Démence de la maladie d'Alzheimer (G30.-),10611,3802,1544,6809,509,0
F01,Démence vasculaire,9008,2888,1716,6120,188,0
F02,Démence au cours d'autres maladies classées ailleurs,2932,1735,1618,1197,122,0
F03,"Démence, sans précision",17947,7840,1483,10107,990,0
F04,"Syndrome amnésique organique, non induit par l'alcool et d'autres substances psycho-actives",567,36,1714,531,25,0
F05,"Delirium, non induit par l'alccol et d'autres substances psycho-actives",11250,9845,1468,1405,1034,0
F06,"Autres troubles mentaux dus à une lésion cérébrale et un dysfonctionnement cérébral, et à une affection somatique",24927,4655,1117,20272,1090,0
F07,"Troubles de la personnalité et du comportement dus à une affection, une lésion et un dysfonctionnement cérébraux",3372,2246,1278,1126,222,0
F09,"Trouble mental organique ou symptomatique, sans précision",35,,,25,13,0
"",Total,80649,33057,,47592,,0
F10,Troubles mentaux et du comportement liés à l'utilisation d'alcool,121663,79320,311,42343,5906,0
F11,Troubles mentaux et du comportement liés à l'utilisation d'opiacés,2844,1080,690,1764,277,0
F12,Troubles mentaux et du comportement liés à l'utilisation de dérivés du cannabis,3818,1719,396,2099,475,0
F13,Troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques,1493,890,520,603,144,0
F14,Troubles mentaux et du comportement liés à l'utilisation de cocaïne,4350,1970,536,2380,268,0
F15,"Troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine",389,236,327,153,22,0
F16,Troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes,156,122,207,34,24,0
F17,Troubles mentaux et du comportement liés à l'utilisation de tabac,1262,160,1069,1102,29,0
F18,Troubles mentaux et du comportement liés à l'utilisation de solvants volatils,39,32,638,,,0
F19,Troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives,5502,1257,705,4245,335,0
"",Total,141516,86786,,54730,,0
F20,Schizophrénie,7598,2123,544,5475,2976,0
F21,Trouble schizotypique,85,26,554,59,32,0
F22,Troubles délirants persistants,7805,2777,935,5028,2802,0
F23,Troubles psychotiques aigus et transitoires,4109,1314,592,2795,1601,0
F24,Trouble délirant induit,33,13,615,20,18,0
F25,Troubles schizo-affectifs,1025,409,518,616,389,0
F28,Autres troubles psychotiques non organiques,684,311,975,373,239,0
F29,"Psychose non organique, sans précision",2245,590,604,1655,954,0
"",Total,23584,7563,,16021,,0
F30,Épisode maniaque,1199,397,578,802,476,0
F31,Trouble affectif bipolaire,5855,2385,859,3470,1874,0
F32,Épisodes dépressifs,28389,10551,792,17838,10181,0
F33,Trouble dépressif récurrent,2925,1413,921,1512,803,0
F34,Troubles de l'humeur [affectifs] persistants,600,477,364,123,0,0
F38,Autres troubles de l'humeur [affectifs],435,359,319,76,0,0
F39,"Trouble de l'humeur [affectif], sans précision",776,648,308,128,0,0
"",Total,40179,16230,,23949,,0
F40,Troubles anxieux phobiques,2150,1476,1227,674,134,0
F41,Autres troubles anxieux,25528,9131,841,16397,8231,0
F42,Trouble obsessionnel-compulsif,440,153,1184,287,49,0
F43,"Réaction à un facteur de stress sévère, et troubles de l'adaptation",10283,2876,735,7407,3374,0
F44,Troubles dissociatifs [de conversion],2039,971,762,1068,468,0
F45,Troubles somatoformes,2813,1683,508,1130,316,0
F48,Autres troubles névrotiques,210,80,934,130,57,0
"",Total,43463,16370,,27093,,0
F50,"Troubles de l'alimentation, non organique",7577,4286,2172,3291,0,0
F51,Troubles du sommeil non organiques,301,123,685,178,89,0
F52,"Dysfonctionnement sexuel, non dû à un trouble ou à une maladie organique",76,26,623,50,,0
F53,"Troubles mentaux et du comportement associés à la puerpéralité, non classés ailleurs",202,94,519,108,53,0
F54,Facteurs psychologiques et comportementaux associés à des maladies ou des troubles classés ailleurs,75,37,1254,38,22,0
F55,Abus de substances n'entraînant pas de dépendance,45,24,500,21,13,0
F59,Syndromes comportementaux non précisés associés à des perturbations physiologiques et à des facteurs physiques,60,18,439,42,23,0
"",Total,8336,4608,,3728,,0
F60,Troubles spécifiques de la personnalité,5759,2498,911,3261,2104,0
F61,Troubles mixtes de la personnalité et autres troubles de la personnalité,47,23,1278,24,,0
F62,Modification durable de la personnalité non attribuable à une lésion et une maladie cérébrales,21,,,13,,0
F63,Troubles des habitudes et des impulsions,607,63,944,544,20,0
F64,Troubles de l'identité sexuelle,2827,2628,283,199,20,0
F65,Troubles de la préférence sexuelle,19,,,14,,0
F66,Problèmes psychologiques et comportementaux associés au développement sexuel et à son orientation,43,,,38,0,0
F68,Autres troubles de la personnalité et du comportement chez l'adulte,2396,1268,1232,1128,715,0
F69,"Trouble de la personnalité et du comportement chez l'adulte, sans précision",1268,480,1025,788,494,0
"",Total,12987,6978,,6009,,0
F70,Retard mental léger,206,18,467,188,27,0
F71,Retard mental moyen,201,22,345,179,28,0
F72,Retard mental grave,77,15,707,62,11,0
F73,Retard mental profond,32,,,25,,0
F78,Autres formes de retard mental,39,,,35,,0
F79,"Retard mental, sans précision",305,42,555,263,44,0
"",Total,860,108,,752,,0
F80,Troubles spécifiques du développement de la parole et du langage,1502,1486,7,16,,0
F81,Troubles spécifiques du développement des acquisitions scolaires,1214,1214,2,0,0,0
F82,Trouble spécifique du développement moteur,378,378,26,0,0,0
F83,Troubles spécifiques mixtes du développement,1175,1175,15,0,0,0
F84,Troubles envahissants du développement,1573,184,501,1389,125,0
F88,Autres troubles du développement psychologique,52,52,48,0,0,0
F89,"Trouble du développement psychologique, sans précision",22,22,209,0,0,0
"",Total,5916,4511,,1405,,0
F90,Troubles hyperkinétiques,1627,1627,32,0,0,0
F91,Troubles des conduites,4140,2201,560,1939,1335,0
F92,Troubles mixtes des conduites et troubles émotionnels,2438,1956,363,482,0,0
F93,Troubles émotionnels apparaissant spécifiquement dans l'enfance,989,623,644,366,142,0
F94,Troubles du fonctionnement social apparaissant spécifiquement durant l'enfance et l'adolescence,294,152,605,142,85,0
